target_set,overlap_size,target_set_size,hit_list_size,universe_size,p_value,overlap_hits,fdr
TNFRSF21,2,161,138,13176,0.5049049842692938,"Cyclosporin A_3.34_P19_plate_41002701,Metformin_3.34_J22_plate_41002701",1.0
MYL7,0,46,138,13176,1.0,"",1.0
CFD,1,93,138,13176,0.6256759102500924,Glycerol_3.34_P22_plate_41002889,1.0
SLC50A1,0,16,138,13176,1.0,"",1.0
ASCL1,0,93,138,13176,1.0,"",1.0
PADI4,0,77,138,13176,1.0,"",1.0
TBK1,1,77,138,13176,0.556509545887919,Glycerol_3.34_P22_plate_41002889,1.0
ZFP64,1,32,138,13176,0.28632057245144965,5-Azacytidine_2.86_I02_plate_41002951,1.0
DBI,0,16,138,13176,1.0,"",1.0
ARHGAP36,0,31,138,13176,1.0,"",1.0
CDS2,0,46,138,13176,1.0,"",1.0
XPA,1,77,138,13176,0.556509545887919,Fludarabine_2.36_N13_plate_41002955,1.0
GNE,2,80,138,13176,0.20437947470975157,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
FAM114A1,0,47,138,13176,1.0,"",1.0
SCN9A,0,337,138,13176,1.0,"",1.0
FADD,0,104,138,13176,1.0,"",1.0
VEGFB,2,60,138,13176,0.13038774883454665,"Cyclosporin A_3.34_P19_plate_41002701,Glycerol_3.34_P22_plate_41002889",1.0
GJB2,1,148,138,13176,0.7913444063552965,Cyclosporin A_3.34_P19_plate_41002701,1.0
NPY4R2,5,490,138,13176,0.5870359217495693,"Cyproheptadine_3.82_F03_plate_41002897,Clomipramine_3.82_F03_plate_41002878,Phentolamine_3.82_N16_plate_41002897,Chlorpromazine_3.82_B03_plate_41002878,Melatonin_3.82_D16_plate_41002692",1.0
LPP,0,30,138,13176,1.0,"",1.0
OIP5,0,61,138,13176,1.0,"",1.0
ZNF117,1,91,138,13176,0.6176533504119434,Cyclosporin A_3.34_P19_plate_41002701,1.0
CPEB2,0,91,138,13176,1.0,"",1.0
LRRC20,0,45,138,13176,1.0,"",1.0
TERT,1,169,138,13176,0.8331856057728334,5-Azacytidine_2.86_I02_plate_41002951,1.0
HNRNPCL1,0,30,138,13176,1.0,"",1.0
CKAP4,1,61,138,13176,0.47467216633255205,Disulfiram_3.82_I17_plate_41002692,1.0
PTPN7,1,46,138,13176,0.38440080632106327,Glycerol_3.34_P22_plate_41002889,1.0
ATF7,1,30,138,13176,0.27109701643053735,Cyclosporin A_3.34_P19_plate_41002701,1.0
FOXO4,0,32,138,13176,1.0,"",1.0
GSAP,0,31,138,13176,1.0,"",1.0
KCNJ10,0,75,138,13176,1.0,"",1.0
PSG9,1,60,138,13176,0.46908615608088705,Disulfiram_3.82_I17_plate_41002692,1.0
SPRY1,0,76,138,13176,1.0,"",1.0
APOM,0,77,138,13176,1.0,"",1.0
SRR,0,30,138,13176,1.0,"",1.0
KRT17,0,76,138,13176,1.0,"",1.0
LRP4,0,59,138,13176,1.0,"",1.0
UGT2B4,2,164,138,13176,0.5147600014435224,"Cyclosporin A_3.34_P19_plate_41002701,Atazanavir_3.82_B10_plate_41002896",1.0
KCNT1,0,16,138,13176,1.0,"",1.0
RAB40B,0,32,138,13176,1.0,"",1.0
SAMHD1,1,111,138,13176,0.6907580337327609,Glycerol_3.34_P22_plate_41002889,1.0
ANKRD50,0,45,138,13176,1.0,"",1.0
SLC25A22,0,47,138,13176,1.0,"",1.0
ZDHHC7,0,30,138,13176,1.0,"",1.0
LSP1,1,59,138,13176,0.4634411826267809,Cyclosporin A_3.34_P19_plate_41002701,1.0
SLC30A10,0,16,138,13176,1.0,"",1.0
DNAJC7,0,45,138,13176,1.0,"",1.0
AGO3,0,45,138,13176,1.0,"",1.0
CDC34,2,75,138,13176,0.18537028016906687,"Cyclosporin A_3.34_P19_plate_41002701,Metformin_3.34_J22_plate_41002701",1.0
C21orf58,0,32,138,13176,1.0,"",1.0
NAP1L3,0,32,138,13176,1.0,"",1.0
CLASP2,0,31,138,13176,1.0,"",1.0
LINC01000,0,31,138,13176,1.0,"",1.0
POLR1A,0,16,138,13176,1.0,"",1.0
LIFR,0,123,138,13176,1.0,"",1.0
ANKRD27,0,30,138,13176,1.0,"",1.0
TUBE1,2,63,138,13176,0.1410652892955385,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
TRPV3,0,32,138,13176,1.0,"",1.0
CORO6,0,47,138,13176,1.0,"",1.0
PARPBP,0,61,138,13176,1.0,"",1.0
HFE,1,93,138,13176,0.6256759102500924,Glycerol_3.34_P22_plate_41002889,1.0
ECH1,0,62,138,13176,1.0,"",1.0
TFCP2,0,32,138,13176,1.0,"",1.0
DANCR,0,47,138,13176,1.0,"",1.0
RTN1,0,78,138,13176,1.0,"",1.0
COL7A1,0,31,138,13176,1.0,"",1.0
ANKRD55,0,29,138,13176,1.0,"",1.0
CLGN,0,45,138,13176,1.0,"",1.0
VENTX,0,46,138,13176,1.0,"",1.0
CYP11B2,0,141,138,13176,1.0,"",1.0
PLEKHH3,0,31,138,13176,1.0,"",1.0
TAOK2,0,92,138,13176,1.0,"",1.0
MASP2,1,32,138,13176,0.28632057245144965,Glycerol_3.34_P22_plate_41002889,1.0
L1CAM,0,89,138,13176,1.0,"",1.0
PRDX1,2,63,138,13176,0.1410652892955385,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
DSE,1,59,138,13176,0.4634411826267809,Disulfiram_3.82_I17_plate_41002692,1.0
PTPRE,1,74,138,13176,0.5421944501490569,Cyclosporin A_3.34_P19_plate_41002701,1.0
AMPD2,0,47,138,13176,1.0,"",1.0
NCOA2,0,60,138,13176,1.0,"",1.0
KIF11,1,108,138,13176,0.6807497154731864,"2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
HABP2,0,45,138,13176,1.0,"",1.0
IL11,2,107,138,13176,0.30892647697920195,"Triclosan_3.82_F22_plate_41002946,Triclosan_3.82_D24_plate_41002877",1.0
NEK6,0,45,138,13176,1.0,"",1.0
AKAP13,0,77,138,13176,1.0,"",1.0
BLK,1,136,138,13176,0.7629171153202461,Afatinib_3.82_P09_plate_41002692,1.0
TRIM38,0,62,138,13176,1.0,"",1.0
FCGR2B,0,46,138,13176,1.0,"",1.0
MPZL2,0,45,138,13176,1.0,"",1.0
APBB1IP,0,32,138,13176,1.0,"",1.0
PBX1,0,59,138,13176,1.0,"",1.0
PLAT,0,138,138,13176,1.0,"",1.0
MARS2,1,32,138,13176,0.28632057245144965,Glycerol_3.34_P22_plate_41002889,1.0
NMI,0,61,138,13176,1.0,"",1.0
TAOK1,0,48,138,13176,1.0,"",1.0
VPS13B,0,32,138,13176,1.0,"",1.0
ESRP2,0,45,138,13176,1.0,"",1.0
DIAPH1,0,32,138,13176,1.0,"",1.0
RHOF,0,45,138,13176,1.0,"",1.0
RHO,4,399,138,13176,0.6052138246370411,"Cyproheptadine_3.82_F03_plate_41002897,Phentolamine_3.82_N16_plate_41002897,Clomipramine_3.82_F03_plate_41002878,Chlorpromazine_3.82_B03_plate_41002878",1.0
PGM2L1,0,59,138,13176,1.0,"",1.0
MSN,1,47,138,13176,0.39087092732088696,Glycerol_3.34_P22_plate_41002889,1.0
PNCK,0,32,138,13176,1.0,"",1.0
RAD54B,0,62,138,13176,1.0,"",1.0
NFXL1,2,88,138,13176,0.23519133401596667,"Cyclosporin A_3.34_P19_plate_41002701,Atazanavir_3.82_B10_plate_41002896",1.0
ENTPD5,1,61,138,13176,0.47467216633255205,Glycerol_3.34_P22_plate_41002889,1.0
NTN4,0,58,138,13176,1.0,"",1.0
SP7,0,46,138,13176,1.0,"",1.0
LINC00663,0,31,138,13176,1.0,"",1.0
AKR1B1,2,139,138,13176,0.42890389699169307,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
GALM,1,62,138,13176,0.48019982481872137,Glycerol_3.34_P22_plate_41002889,1.0
PRTFDC1,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
OLFML1,0,61,138,13176,1.0,"",1.0
MT-ND4,1,61,138,13176,0.47467216633255205,Metformin_3.34_J22_plate_41002701,1.0
TNFRSF11B,2,194,138,13176,0.606028355600179,"Triclosan_3.82_F22_plate_41002946,Triclosan_3.82_D24_plate_41002877",1.0
MT1A,1,61,138,13176,0.47467216633255205,Disulfiram_3.82_I17_plate_41002692,1.0
IL2,5,306,138,13176,0.2178024627055739,"Pomalidomide_3.82_G01_plate_41002896,Cyclosporin A_3.34_P19_plate_41002701,Glycerol_3.34_P22_plate_41002889,Sulfasalazine_3.34_O23_plate_41002701,Chlorpromazine_3.82_B03_plate_41002878",1.0
RGS19,0,31,138,13176,1.0,"",1.0
ZBTB34,0,32,138,13176,1.0,"",1.0
AGA,0,46,138,13176,1.0,"",1.0
SRP9,0,32,138,13176,1.0,"",1.0
ATXN1,1,76,138,13176,0.5517879224758316,"2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
DKK1,1,151,138,13176,0.797905514423606,Glycerol_3.34_P22_plate_41002889,1.0
GRB7,0,30,138,13176,1.0,"",1.0
DPPA5,0,46,138,13176,1.0,"",1.0
UBB,1,47,138,13176,0.39087092732088696,Glycerol_3.34_P22_plate_41002889,1.0
SRGAP3,1,45,138,13176,0.3778624634650871,Cyclosporin A_3.34_P19_plate_41002701,1.0
BECN1,2,110,138,13176,0.32049884936693546,"Bortezomib_0.95_N08_plate_41002875,Bortezomib_1.43_O21_plate_41002945",1.0
ITGAL,1,60,138,13176,0.46908615608088705,Glycerol_3.34_P22_plate_41002889,1.0
POLD3,0,60,138,13176,1.0,"",1.0
GLRA1,0,110,138,13176,1.0,"",1.0
PRAF2,0,16,138,13176,1.0,"",1.0
HYPK,0,47,138,13176,1.0,"",1.0
GLRB,0,107,138,13176,1.0,"",1.0
PSMC4,1,14,138,13176,0.13711742645796204,Disulfiram_3.82_I17_plate_41002692,1.0
BCYRN1,1,30,138,13176,0.27109701643053735,Cyclosporin A_3.34_P19_plate_41002701,1.0
BAG3,2,108,138,13176,0.3127885183045498,"Disulfiram_3.82_I17_plate_41002692,Glycerol_3.34_P22_plate_41002889",1.0
PLEKHG4,0,48,138,13176,1.0,"",1.0
RSU1,0,47,138,13176,1.0,"",1.0
TSPO,0,60,138,13176,1.0,"",1.0
GALNT15,0,31,138,13176,1.0,"",1.0
ANO10,0,32,138,13176,1.0,"",1.0
HNRNPH1,0,48,138,13176,1.0,"",1.0
JMY,0,46,138,13176,1.0,"",1.0
KDSR,0,45,138,13176,1.0,"",1.0
FGFR4,0,63,138,13176,1.0,"",1.0
POM121L8P,0,47,138,13176,1.0,"",1.0
ADIRF,0,61,138,13176,1.0,"",1.0
PC,0,31,138,13176,1.0,"",1.0
SLC3A2,1,156,138,13176,0.8083885864618321,"2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
RGS5,0,59,138,13176,1.0,"",1.0
MRPL54,1,46,138,13176,0.38440080632106327,Cyclosporin A_3.34_P19_plate_41002701,1.0
RHOD,0,30,138,13176,1.0,"",1.0
FOXD1,1,59,138,13176,0.4634411826267809,Cyclosporin A_3.34_P19_plate_41002701,1.0
ARFGAP1,0,31,138,13176,1.0,"",1.0
CA11,0,91,138,13176,1.0,"",1.0
SYTL5,0,73,138,13176,1.0,"",1.0
EIF2AK2,0,48,138,13176,1.0,"",1.0
DDX25,0,46,138,13176,1.0,"",1.0
PTGS2,15,1272,138,13176,0.3539297573698922,"Capsaicin_3.34_P14_plate_41002701,Pomalidomide_3.82_G01_plate_41002896,Cyclosporin A_3.34_P19_plate_41002701,Ketoprofen_3.82_K03_plate_41002897,Erlotinib_1.43_J23_plate_41002703,Tiaprofenic acid_3.82_O01_plate_41002692,Darbufelone (mesylate)_3.34_K24_plate_41002701,5-Aminosalicylic Acid_3.82_P23_plate_41002877,Triclosan_3.82_F22_plate_41002946,Glycerol_3.34_P22_plate_41002889,Capsaicin_3.82_F24_plate_41002878,Triclosan_3.82_D24_plate_41002877,Sulfasalazine_3.34_O23_plate_41002701,4-Aminosalicylic acid_3.82_A13_plate_41002693,Melatonin_3.82_D16_plate_41002692",1.0
PRKCE,0,76,138,13176,1.0,"",1.0
AFDN,0,44,138,13176,1.0,"",1.0
ITPA,2,62,138,13176,0.13748499867623679,"Azathioprine_3.34_D21_plate_41002701,Glycerol_3.34_P22_plate_41002889",1.0
MB,0,31,138,13176,1.0,"",1.0
MAP3K20,1,107,138,13176,0.6773426673512546,Disulfiram_3.82_I17_plate_41002692,1.0
RASA3,1,45,138,13176,0.3778624634650871,Cyclosporin A_3.34_P19_plate_41002701,1.0
NETO1,0,47,138,13176,1.0,"",1.0
MTUS2,1,30,138,13176,0.27109701643053735,Cyclosporin A_3.34_P19_plate_41002701,1.0
CXCL2,1,185,138,13176,0.8593715815062123,Melatonin_3.82_D16_plate_41002692,1.0
C14orf39,0,60,138,13176,1.0,"",1.0
CDK4,4,172,138,13176,0.10664460661573925,"Metformin_3.34_J22_plate_41002701,Palbociclib_3.34_P21_plate_41002889,Glycerol_3.34_P22_plate_41002889,Ribociclib_2.86_I03_plate_41002951",1.0
PSMG3-AS1,0,31,138,13176,1.0,"",1.0
PDE9A,0,59,138,13176,1.0,"",1.0
UTF1,0,46,138,13176,1.0,"",1.0
CTCF,0,30,138,13176,1.0,"",1.0
DRD5,5,644,138,13176,0.8108418932617517,"Cyproheptadine_3.82_F03_plate_41002897,Clomipramine_3.82_F03_plate_41002878,Levomepromazine_3.82_L15_plate_41002897,Phentolamine_3.82_N16_plate_41002897,Chlorpromazine_3.82_B03_plate_41002878",1.0
ENTPD3,1,47,138,13176,0.39087092732088696,Glycerol_3.34_P22_plate_41002889,1.0
RNASEH2A,1,60,138,13176,0.46908615608088705,Cyclosporin A_3.34_P19_plate_41002701,1.0
CRTC3,0,16,138,13176,1.0,"",1.0
CNTN4,0,16,138,13176,1.0,"",1.0
AHNAK,1,91,138,13176,0.6176533504119434,Cyclosporin A_3.34_P19_plate_41002701,1.0
DHX9,1,47,138,13176,0.39087092732088696,Glycerol_3.34_P22_plate_41002889,1.0
VWA5B1,1,16,138,13176,0.15511742986376995,Glycerol_3.34_P22_plate_41002889,1.0
MRPL49,0,45,138,13176,1.0,"",1.0
PAX1,0,32,138,13176,1.0,"",1.0
KLRG2,0,44,138,13176,1.0,"",1.0
WLS,0,105,138,13176,1.0,"",1.0
KLC1,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
CIMAP1A,0,31,138,13176,1.0,"",1.0
RHBDF2,1,46,138,13176,0.38440080632106327,Disulfiram_3.82_I17_plate_41002692,1.0
PFKP,1,62,138,13176,0.48019982481872137,Glycerol_3.34_P22_plate_41002889,1.0
CDH8,0,46,138,13176,1.0,"",1.0
LRRC4C,0,30,138,13176,1.0,"",1.0
AK5,2,47,138,13176,0.08677524032914452,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
ORC1,0,30,138,13176,1.0,"",1.0
GOLM2,0,16,138,13176,1.0,"",1.0
HLA-DPB2,0,61,138,13176,1.0,"",1.0
PRKG1,2,64,138,13176,0.14466559504494306,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
GLUD1,1,94,138,13176,0.6296242955123024,"2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
GALNT13,0,30,138,13176,1.0,"",1.0
DNAJB3,0,32,138,13176,1.0,"",1.0
TMED3,0,32,138,13176,1.0,"",1.0
AK7,2,48,138,13176,0.0899484529971214,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
KIF24,0,32,138,13176,1.0,"",1.0
BSPRY,0,61,138,13176,1.0,"",1.0
MTRR,1,91,138,13176,0.6176533504119434,"2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
GPATCH2,0,16,138,13176,1.0,"",1.0
XPO1,2,63,138,13176,0.1410652892955385,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
MOCOS,1,60,138,13176,0.46908615608088705,6-Thioguanine_1.82_J16_plate_41002906,1.0
ZNF689,0,32,138,13176,1.0,"",1.0
SLC8A2,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
SEMA6A,0,32,138,13176,1.0,"",1.0
CDKN2B,1,152,138,13176,0.8000467074377745,5-Azacytidine_2.86_I02_plate_41002951,1.0
TBCD,0,32,138,13176,1.0,"",1.0
RPA1,0,43,138,13176,1.0,"",1.0
OLIG2,0,62,138,13176,1.0,"",1.0
CXCR3,1,123,138,13176,0.7277706110145585,Melatonin_3.82_D16_plate_41002692,1.0
GLO1,0,47,138,13176,1.0,"",1.0
RPRM,0,59,138,13176,1.0,"",1.0
COA3,0,32,138,13176,1.0,"",1.0
RNASEH1,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
TWF2,0,60,138,13176,1.0,"",1.0
LGALS2,0,30,138,13176,1.0,"",1.0
CIMAP3,0,46,138,13176,1.0,"",1.0
KCNJ1,1,93,138,13176,0.6256759102500924,Glimepiride_3.34_D18_plate_41002957,1.0
TTC30B,0,32,138,13176,1.0,"",1.0
POU5F1P3,0,46,138,13176,1.0,"",1.0
PHLDB2,2,72,138,13176,0.17409517650668282,"Cyclosporin A_3.34_P19_plate_41002701,Disulfiram_3.82_I17_plate_41002692",1.0
ITGA2,0,180,138,13176,1.0,"",1.0
HENMT1,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
FMR1,0,32,138,13176,1.0,"",1.0
KIF3A,0,47,138,13176,1.0,"",1.0
DSCAML1,0,16,138,13176,1.0,"",1.0
NCOA4,0,59,138,13176,1.0,"",1.0
AKAP12,0,137,138,13176,1.0,"",1.0
MUC5B,0,61,138,13176,1.0,"",1.0
TGM3,0,30,138,13176,1.0,"",1.0
SFSWAP,0,32,138,13176,1.0,"",1.0
SH2D3C,0,47,138,13176,1.0,"",1.0
DPP6,0,16,138,13176,1.0,"",1.0
GPR62,4,399,138,13176,0.6052138246370411,"Cyproheptadine_3.82_F03_plate_41002897,Phentolamine_3.82_N16_plate_41002897,Clomipramine_3.82_F03_plate_41002878,Chlorpromazine_3.82_B03_plate_41002878",1.0
C1orf54,0,48,138,13176,1.0,"",1.0
CACNG2,0,47,138,13176,1.0,"",1.0
ZCCHC18,0,45,138,13176,1.0,"",1.0
CLIP4,0,61,138,13176,1.0,"",1.0
MICALL1,0,30,138,13176,1.0,"",1.0
TMOD2,1,75,138,13176,0.5470163983920299,Cyclosporin A_3.34_P19_plate_41002701,1.0
NDUFA4L2,1,29,138,13176,0.26336478399663854,Metformin_3.34_J22_plate_41002701,1.0
ABCA12,0,63,138,13176,1.0,"",1.0
OGT,1,47,138,13176,0.39087092732088696,"2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
PLEKHG3,0,31,138,13176,1.0,"",1.0
FAM181B,0,47,138,13176,1.0,"",1.0
H2AC20,1,46,138,13176,0.38440080632106327,Disulfiram_3.82_I17_plate_41002692,1.0
DNAJB14,0,61,138,13176,1.0,"",1.0
SETD7,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
ITM2C,0,45,138,13176,1.0,"",1.0
BCL7B,0,32,138,13176,1.0,"",1.0
GPD2,0,32,138,13176,1.0,"",1.0
PDLIM4,0,77,138,13176,1.0,"",1.0
GNPAT,0,30,138,13176,1.0,"",1.0
H19,1,106,138,13176,0.6738995253851606,Cyclosporin A_3.34_P19_plate_41002701,1.0
SFXN3,1,44,138,13176,0.3712551847178332,Cyclosporin A_3.34_P19_plate_41002701,1.0
CYB561A3,0,32,138,13176,1.0,"",1.0
CPE,1,92,138,13176,0.6216857415195591,Glycerol_3.34_P22_plate_41002889,1.0
PDK2,0,31,138,13176,1.0,"",1.0
CLIP3,0,46,138,13176,1.0,"",1.0
MAP4K1,0,93,138,13176,1.0,"",1.0
WDR5,1,79,138,13176,0.5658051577263058,Glycerol_3.34_P22_plate_41002889,1.0
FOXG1,1,62,138,13176,0.48019982481872137,Erlotinib_1.43_J23_plate_41002703,1.0
INAVA,0,31,138,13176,1.0,"",1.0
MIR9-3HG,0,16,138,13176,1.0,"",1.0
RBM4,0,32,138,13176,1.0,"",1.0
FLOT1,0,31,138,13176,1.0,"",1.0
KLHL31,0,29,138,13176,1.0,"",1.0
PNMA2,1,77,138,13176,0.556509545887919,Disulfiram_3.82_I17_plate_41002692,1.0
CIAO3,1,46,138,13176,0.38440080632106327,Cyclosporin A_3.34_P19_plate_41002701,1.0
AEBP1,1,63,138,13176,0.4856697366819983,Glycerol_3.34_P22_plate_41002889,1.0
CD96,1,43,138,13176,0.3645782486263414,Cyclosporin A_3.34_P19_plate_41002701,1.0
KCNA10,0,45,138,13176,1.0,"",1.0
TERF1,0,46,138,13176,1.0,"",1.0
THEM6,1,45,138,13176,0.3778624634650871,Disulfiram_3.82_I17_plate_41002692,1.0
MAGED4,0,45,138,13176,1.0,"",1.0
TMEFF2,0,32,138,13176,1.0,"",1.0
REPIN1,0,45,138,13176,1.0,"",1.0
SERTAD1,2,75,138,13176,0.18537028016906687,"Cyclosporin A_3.34_P19_plate_41002701,Disulfiram_3.82_I17_plate_41002692",1.0
ABCC8,1,198,138,13176,0.8776088262677975,Glimepiride_3.34_D18_plate_41002957,1.0
F13A1,1,106,138,13176,0.6738995253851606,Glycerol_3.34_P22_plate_41002889,1.0
CSK,0,31,138,13176,1.0,"",1.0
PLXNC1,1,60,138,13176,0.46908615608088705,Cyclosporin A_3.34_P19_plate_41002701,1.0
FTCD,2,75,138,13176,0.18537028016906687,"Disulfiram_3.82_I17_plate_41002692,Glycerol_3.34_P22_plate_41002889",1.0
SYNE1,0,75,138,13176,1.0,"",1.0
FAM3B,1,32,138,13176,0.28632057245144965,Glycerol_3.34_P22_plate_41002889,1.0
CSRP2,1,61,138,13176,0.47467216633255205,Disulfiram_3.82_I17_plate_41002692,1.0
EXT2,0,61,138,13176,1.0,"",1.0
NEXMIF,0,46,138,13176,1.0,"",1.0
EGR1,1,260,138,13176,0.9370178387403765,Disulfiram_3.82_I17_plate_41002692,1.0
CYP1A2,27,2651,138,13176,0.5988863456207065,"Azathioprine_3.34_D21_plate_41002701,Nevirapine_3.34_N14_plate_41002956,Bortezomib_1.43_O21_plate_41002945,Bortezomib_0.95_N08_plate_41002875,Osimertinib_3.34_B11_plate_41002889,Chlorpromazine_3.82_B03_plate_41002878,Lopinavir_3.82_O13_plate_41002692,Amlodipine_3.82_N07_plate_41002897,Terbinafine_3.34_G18_plate_41002957,Levomepromazine_3.82_L15_plate_41002897,Lopinavir_3.82_F09_plate_41002897,Capsaicin_3.82_F24_plate_41002878,Atazanavir_3.82_B10_plate_41002896,Ixazomib_2.36_M08_plate_41002898,Levofloxacin_3.82_P18_plate_41002878,Capsaicin_3.34_P14_plate_41002701,Pomalidomide_3.82_G01_plate_41002896,Rilpivirine_1.43_M01_plate_41002703,Ciprofloxacin_3.82_M08_plate_41002947,Amlodipine_3.34_C02_plate_41002892,Ixazomib_2.86_L10_plate_41002905,Cyclosporin A_3.34_P19_plate_41002701,Melatonin_3.82_D16_plate_41002692,Erlotinib_1.43_J23_plate_41002703,Clomipramine_3.82_F03_plate_41002878,5-Azacytidine_2.86_I02_plate_41002951,Lopinavir_3.34_O01_plate_41002700",1.0
ELF4,0,61,138,13176,1.0,"",1.0
LRRN1,0,61,138,13176,1.0,"",1.0
CXCL9,2,197,138,13176,0.6144118206090776,"Dimethyl fumarate_3.82_B24_plate_41002692,Melatonin_3.82_D16_plate_41002692",1.0
SIRT2,1,92,138,13176,0.6216857415195591,Glycerol_3.34_P22_plate_41002889,1.0
TTC17,1,46,138,13176,0.38440080632106327,Cyclosporin A_3.34_P19_plate_41002701,1.0
MCHR2,5,506,138,13176,0.6157174464158243,"Cyproheptadine_3.82_F03_plate_41002897,Clomipramine_3.82_F03_plate_41002878,Phentolamine_3.82_N16_plate_41002897,Chlorpromazine_3.82_B03_plate_41002878,Melatonin_3.82_D16_plate_41002692",1.0
ZNF564,0,32,138,13176,1.0,"",1.0
CILP,1,75,138,13176,0.5470163983920299,Disulfiram_3.82_I17_plate_41002692,1.0
GPT2,2,76,138,13176,0.18915209210682302,"Disulfiram_3.82_I17_plate_41002692,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
PDZK1IP1,0,16,138,13176,1.0,"",1.0
QKI,0,60,138,13176,1.0,"",1.0
NALCN,0,62,138,13176,1.0,"",1.0
CYB5D2,0,61,138,13176,1.0,"",1.0
C1orf115,0,45,138,13176,1.0,"",1.0
IGF1R,3,245,138,13176,0.4750886810089221,"Ceritinib_3.34_D18_plate_41002889,Metformin_3.34_J22_plate_41002701,Glycerol_3.34_P22_plate_41002889",1.0
SLC41A1,0,32,138,13176,1.0,"",1.0
CARD6,0,63,138,13176,1.0,"",1.0
TAGLN2,0,59,138,13176,1.0,"",1.0
SUMO2,1,30,138,13176,0.27109701643053735,Disulfiram_3.82_I17_plate_41002692,1.0
TCN1,1,31,138,13176,0.27874866801524656,"2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
CHD1,0,32,138,13176,1.0,"",1.0
TBX15,0,32,138,13176,1.0,"",1.0
RER1,0,30,138,13176,1.0,"",1.0
HAX1,0,29,138,13176,1.0,"",1.0
AK3,2,48,138,13176,0.0899484529971214,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
TXNL4B,1,30,138,13176,0.27109701643053735,Cyclosporin A_3.34_P19_plate_41002701,1.0
RASSF4,0,61,138,13176,1.0,"",1.0
MAP1A,1,62,138,13176,0.48019982481872137,Estramustine_3.82_N13_plate_41002693,1.0
DOK1,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
CNPY3,0,32,138,13176,1.0,"",1.0
ESYT1,0,46,138,13176,1.0,"",1.0
SPRING1,0,30,138,13176,1.0,"",1.0
SLC38A5,0,31,138,13176,1.0,"",1.0
ADORA2A,1,167,138,13176,0.8295891952270639,Sildenafil_2.36_P23_plate_41002689,1.0
GLDC,0,76,138,13176,1.0,"",1.0
BMPER,0,46,138,13176,1.0,"",1.0
CAMK2G,0,77,138,13176,1.0,"",1.0
SATB1,0,46,138,13176,1.0,"",1.0
CXCR4,7,778,138,13176,0.7134395903778049,"Disulfiram_3.82_I17_plate_41002692,Cyproheptadine_3.82_F03_plate_41002897,Clomipramine_3.82_F03_plate_41002878,Carfilzomib_2.36_P05_plate_41002886,Phentolamine_3.82_N16_plate_41002897,Chlorpromazine_3.82_B03_plate_41002878,Melatonin_3.82_D16_plate_41002692",1.0
TGM4,0,46,138,13176,1.0,"",1.0
CNPY1,0,14,138,13176,1.0,"",1.0
TESK1,0,63,138,13176,1.0,"",1.0
C3orf62,0,16,138,13176,1.0,"",1.0
TM2D1,0,32,138,13176,1.0,"",1.0
SRSF11,0,32,138,13176,1.0,"",1.0
GAS6,1,104,138,13176,0.6669034377456655,Disulfiram_3.82_I17_plate_41002692,1.0
UGT2A3,0,48,138,13176,1.0,"",1.0
PLXNB2,1,58,138,13176,0.4577366281739692,Disulfiram_3.82_I17_plate_41002692,1.0
SP100,0,61,138,13176,1.0,"",1.0
