target_set,p_value,fdr,overlap_size,target_set_size,overlap_hits
CYP3A7,0.40707067418917003,1.0,16,1486,"Sildenafil_33.5_P24_plate_41002701,Brigatinib_1.0_M23_plate_41002959,Tamoxifen_100.0_F23_plate_41002896,Brigatinib_11.0_K11_plate_41002950,Cyclosporin A_11.0_J15_plate_41002880,Temsirolimus_0.1369294673204422_D08_plate_41002895,Metronidazole_100.0_N10_plate_41002878,Lopinavir_33.5_G15_plate_41002893,Lercanidipine_100.0_I13_plate_41002878,Moxidectin_100.0_B11_plate_41002877,Docetaxel_100.0_E02_plate_41002946,Finasteride_100.0_E01_plate_41002896,Olanzapine_100.0_K15_plate_41002693,Lercanidipine_100.0_L18_plate_41002692,Ziprasidone_100.0_C16_plate_41002877,Norethindrone_100.0_D17_plate_41002946"
STX5,1.0,1.0,0,47,""
MAGED1,1.0,1.0,0,16,""
CYP1A2,0.3135503215548075,1.0,29,2651,"Lopinavir_33.5_G15_plate_41002893,Bortezomib_0.1369294673204422_K13_plate_41002952,Fluvastatin_3.5_C21_plate_41002688,Atazanavir_33.5_M08_plate_41002892,Ixazomib_0.4107883870601654_A22_plate_41002703,Erlotinib_100.0_I18_plate_41002692,Fluvastatin_11.0_M06_plate_41002904,Dasatinib_0.1369294673204422_A18_plate_41002699,Bortezomib_1.0_F15_plate_41002958,Vemurafenib_100.0_M15_plate_41002878,Ixazomib_1.0_L09_plate_41002907,Azathioprine_3.5_M22_plate_41002689,Cinacalcet_100.0_F15_plate_41002946,Tamoxifen_100.0_F23_plate_41002896,Bortezomib_0.0456431545317173_B22_plate_41002949,Rifabutin_100.0_A08_plate_41002692,Bortezomib_0.4107883870601654_O21_plate_41002945,Olanzapine_100.0_K15_plate_41002693,Erlotinib_33.5_J06_plate_41002889,Bortezomib_1.0_M19_plate_41002882,Erlotinib_100.0_G14_plate_41002878,Cyclosporin A_11.0_J15_plate_41002880,Bicalutamide_100.0_I11_plate_41002692,Fluvastatin_100.0_C24_plate_41002896,Erlotinib_11.0_G14_plate_41002880,Ixazomib_3.5_M08_plate_41002689,Bortezomib_0.0456431545317173_N01_plate_41002883,Norethindrone_100.0_D17_plate_41002946,Ziprasidone_100.0_C16_plate_41002877"
PPHLN1,1.0,1.0,0,16,""
BRIP1,0.17110319615899372,1.0,2,75,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
CTHRC1,0.17820504022430997,1.0,2,77,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
BCKDHA,1.0,1.0,0,62,""
DUT,1.0,1.0,0,139,""
IL33,1.0,1.0,0,60,""
MACF1,1.0,1.0,0,75,""
OTUD7B,1.0,1.0,0,16,""
RETREG1,0.6477025541266592,1.0,1,104,Tamoxifen_100.0_F23_plate_41002896
KRT19,0.1746481720133233,1.0,2,76,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
GCAT,1.0,1.0,0,31,""
SETMAR,1.0,1.0,0,48,""
CAV1,0.7785134778131428,1.0,1,150,Tamoxifen_100.0_F23_plate_41002896
EMC2,0.2666331727679047,1.0,1,31,Tamoxifen_100.0_F23_plate_41002896
FBN3,1.0,1.0,0,16,""
RAB25,1.0,1.0,0,61,""
BPIFB2,1.0,1.0,0,16,""
ZFP69B,0.3626265864732384,1.0,1,45,Cyclosporin A_11.0_J15_plate_41002880
TSHZ1,1.0,1.0,0,30,""
RNFT1,1.0,1.0,0,45,""
LTB4R,1.0,1.0,0,44,""
ACO1,1.0,1.0,0,48,""
PAK1IP1,1.0,1.0,0,48,""
APOL6,1.0,1.0,0,31,""
RPS12,1.0,1.0,0,16,""
ZNF185,1.0,1.0,0,31,""
GBE1,1.0,1.0,0,62,""
PRR5L,1.0,1.0,0,47,""
NEUROG1,0.25925160885185383,1.0,1,30,Cyclosporin A_11.0_J15_plate_41002880
PLCH1,1.0,1.0,0,32,""
CYP3A7-CYP3A51P,0.5698220968841029,1.0,10,1023,"Sildenafil_33.5_P24_plate_41002701,Tamoxifen_100.0_F23_plate_41002896,Cyclosporin A_11.0_J15_plate_41002880,Temsirolimus_0.1369294673204422_D08_plate_41002895,Lercanidipine_100.0_I13_plate_41002878,Docetaxel_100.0_E02_plate_41002946,Finasteride_100.0_E01_plate_41002896,Lercanidipine_100.0_L18_plate_41002692,Ziprasidone_100.0_C16_plate_41002877,Norethindrone_100.0_D17_plate_41002946"
C3orf70,1.0,1.0,0,31,""
CDHR1,1.0,1.0,0,31,""
POTEF,1.0,1.0,0,48,""
RBBP7,1.0,1.0,0,30,""
CAPN9,1.0,1.0,0,31,""
BACH1,0.5902846844389762,1.0,1,89,Tamoxifen_100.0_F23_plate_41002896
TAGLN,0.7448662283459953,1.0,1,136,Cyclosporin A_11.0_J15_plate_41002880
FANCD2,1.0,1.0,0,59,""
AK7,1.0,1.0,0,48,""
MRPL45,1.0,1.0,0,46,""
SLN,0.3626265864732384,1.0,1,45,Tamoxifen_100.0_F23_plate_41002896
PTPRK,1.0,1.0,0,47,""
SHCBP1,0.5283549551403006,1.0,1,75,Cyclosporin A_11.0_J15_plate_41002880
ISM1,1.0,1.0,0,61,""
UBXN6,1.0,1.0,0,32,""
DRD1,0.807643333627972,1.0,2,303,"Olanzapine_100.0_K15_plate_41002693,Ziprasidone_100.0_C16_plate_41002877"
FARS2,1.0,1.0,0,48,""
DOK1,1.0,1.0,0,48,""
MTURN,1.0,1.0,0,78,""
TCF21,1.0,1.0,0,31,""
ACAT2,1.0,1.0,0,48,""
GUCY1A1,0.34639474398929443,1.0,2,123,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
FBXO3,1.0,1.0,0,48,""
NPY4R,1.0,1.0,0,506,""
TTC12,1.0,1.0,0,31,""
RFLNB,1.0,1.0,0,61,""
GPR153,1.0,1.0,0,32,""
NDC80,0.19010351492118135,1.0,3,151,"Fluvastatin_11.0_M06_plate_41002904,Fluvastatin_3.5_C21_plate_41002688,Fluvastatin_100.0_C24_plate_41002896"
CEP57L1,0.3689852733342547,1.0,1,46,Cyclosporin A_11.0_J15_plate_41002880
MC4R,1.0,1.0,0,445,""
PNPLA7,0.3689852733342547,1.0,1,46,Cyclosporin A_11.0_J15_plate_41002880
IGH,1.0,1.0,0,30,""
TGDS,1.0,1.0,0,45,""
SPMIP6,0.3689852733342547,1.0,1,46,Cyclosporin A_11.0_J15_plate_41002880
APOA1,0.44439631514066036,1.0,2,151,"Atazanavir_33.5_M08_plate_41002892,Cyclosporin A_11.0_J15_plate_41002880"
TMEM64,0.23261370847013146,1.0,2,92,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
CTTNBP2NL,1.0,1.0,0,46,""
MROH6,1.0,1.0,0,31,""
MYOM2,1.0,1.0,0,16,""
THBS4,1.0,1.0,0,62,""
MAPK3,1.0,1.0,0,135,""
GREM2,1.0,1.0,0,62,""
WNK1,1.0,1.0,0,47,""
ANXA8L1,1.0,1.0,0,31,""
TAB3,1.0,1.0,0,30,""
SHISAL1,0.5283549551403006,1.0,1,75,Cyclosporin A_11.0_J15_plate_41002880
CHMP5,1.0,1.0,0,32,""
CTIF,1.0,1.0,0,15,""
NFKBIZ,1.0,1.0,0,32,""
IL18,1.0,1.0,0,137,""
RANBP3,1.0,1.0,0,32,""
CLCN5,1.0,1.0,0,16,""
HERPUD1,0.7422773418946649,1.0,1,135,Cyclosporin A_11.0_J15_plate_41002880
NR4A2,1.0,1.0,0,30,""
ZHX3,1.0,1.0,0,46,""
HOXB5,1.0,1.0,0,46,""
UBE2QL1,1.0,1.0,0,30,""
NR2F6,0.5747805351853355,1.0,2,193,"Tamoxifen_100.0_F23_plate_41002896,Norethindrone_100.0_D17_plate_41002946"
ZMIZ2,1.0,1.0,0,45,""
SMTNL2,1.0,1.0,0,31,""
ZNF652,1.0,1.0,0,61,""
TBXT,1.0,1.0,0,44,""
PCGF5,1.0,1.0,0,32,""
GTF2E1,0.3689852733342547,1.0,1,46,Cyclosporin A_11.0_J15_plate_41002880
H2BC9,1.0,1.0,0,44,""
PAIP2,1.0,1.0,0,16,""
CNNM4,1.0,1.0,0,48,""
TLR4,0.3010754337507149,1.0,3,193,"Bicalutamide_100.0_I11_plate_41002692,Atazanavir_33.5_M08_plate_41002892,Cyclosporin A_11.0_J15_plate_41002880"
TBC1D14,1.0,1.0,0,16,""
MRPS22,1.0,1.0,0,62,""
TSC2,1.0,1.0,0,75,""
ZNF695,1.0,1.0,0,16,""
MYOM3,1.0,1.0,0,31,""
NDUFS1,1.0,1.0,0,76,""
THOP1,1.0,1.0,0,32,""
RNF14,1.0,1.0,0,47,""
ELOVL6,1.0,1.0,0,76,""
COX6B1,1.0,1.0,0,32,""
SRM,1.0,1.0,0,48,""
C11orf71,0.45714638552636117,1.0,1,61,Cyclosporin A_11.0_J15_plate_41002880
SH3BP5,1.0,1.0,0,78,""
POMGNT2,1.0,1.0,0,32,""
NSUN5,1.0,1.0,0,16,""
SUMO2,1.0,1.0,0,30,""
RAB5A,0.37528100289961747,1.0,1,47,Tamoxifen_100.0_F23_plate_41002896
TULP4,0.3689852733342547,1.0,1,46,Cyclosporin A_11.0_J15_plate_41002880
DLK1,0.1746481720133233,1.0,2,76,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
PLEKHG6,1.0,1.0,0,47,""
BDNF,0.16757070369173077,1.0,2,74,"Tamoxifen_100.0_F23_plate_41002896,Cyclosporin A_11.0_J15_plate_41002880"
SATL1,1.0,1.0,0,48,""
SRP68,1.0,1.0,0,48,""
USP22,1.0,1.0,0,48,""
CXCL1,1.0,1.0,0,194,""
KCNG2,0.3562043176345333,1.0,1,44,Cyclosporin A_11.0_J15_plate_41002880
NELL2,0.28052841072255913,1.0,2,105,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
TRAF3IP2,0.5330710455819941,1.0,1,76,Tamoxifen_100.0_F23_plate_41002896
CYP21A2,1.0,1.0,0,93,""
ACTN2,1.0,1.0,0,48,""
ADAM19,0.6547284819132357,1.0,1,106,Tamoxifen_100.0_F23_plate_41002896
LSS,0.16405129613805505,1.0,2,73,"Azoxystrobin_33.5_D09_plate_41002701,Cyclosporin A_11.0_J15_plate_41002880"
FAM83H,1.0,1.0,0,32,""
SNX33,1.0,1.0,0,32,""
KLHL4,1.0,1.0,0,75,""
NUP98,1.0,1.0,0,79,""
MIR33A,1.0,1.0,0,30,""
ALDOA,1.0,1.0,0,92,""
RASL11B,1.0,1.0,0,93,""
MARCHF1,1.0,1.0,0,30,""
MUC5B,1.0,1.0,0,61,""
IFIT2,0.7851293460945905,1.0,1,153,Tamoxifen_100.0_F23_plate_41002896
PLK4,0.20277917756393504,1.0,3,156,"Fostamatinib_11.0_L09_plate_41002950,Fostamatinib_11.0_J18_plate_41002879,Fostamatinib_33.5_J22_plate_41002957"
CCL22,1.0,1.0,0,75,""
GABRA1,0.9455070511950697,1.0,1,288,Olanzapine_100.0_K15_plate_41002693
HELLS,1.0,1.0,0,62,""
WWC2,1.0,1.0,0,30,""
MT-CO2,1.0,1.0,0,62,""
MEF2A,0.21795652700007428,1.0,2,88,"Tamoxifen_100.0_F23_plate_41002896,Cyclosporin A_11.0_J15_plate_41002880"
SNX10,1.0,1.0,0,30,""
GSTO2,1.0,1.0,0,109,""
KLK2,0.5235915983538837,1.0,1,74,Bicalutamide_100.0_I11_plate_41002692
SLC22A6,0.9999836645890974,1.0,1,1058,Cyclosporin A_11.0_J15_plate_41002880
BTN3A1,1.0,1.0,0,48,""
DPEP3,1.0,1.0,0,45,""
TRIM36,0.3562043176345333,1.0,1,44,Tamoxifen_100.0_F23_plate_41002896
ITPR2,0.16757070369173077,1.0,2,74,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
GNAT1,1.0,1.0,0,16,""
HMGA1,1.0,1.0,0,61,""
APP,1.0,1.0,0,245,""
GABARAP,1.0,1.0,0,32,""
THRSP,1.0,1.0,0,61,""
ABCC4,0.6006382250034639,1.0,5,524,"Sildenafil_33.5_P24_plate_41002701,Triclosan_100.0_F22_plate_41002946,Cyclosporin A_11.0_J15_plate_41002880,Docetaxel_100.0_E02_plate_41002946,6-Thioguanine_11.0_I21_plate_41002904"
NRXN1,1.0,1.0,0,64,""
TSLP,1.0,1.0,0,95,""
AGPAT3,0.25925160885185383,1.0,1,30,Cyclosporin A_11.0_J15_plate_41002880
KCNA7,0.17110319615899372,1.0,2,75,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
MEST,1.0,1.0,0,31,""
PROK1,1.0,1.0,0,46,""
POLR2J,1.0,1.0,0,45,""
LASP1,1.0,1.0,0,47,""
DAD1,1.0,1.0,0,32,""
DIAPH1,1.0,1.0,0,32,""
DCT,1.0,1.0,0,16,""
ADCY10,1.0,1.0,0,48,""
ZCCHC18,1.0,1.0,0,45,""
RBBP4,1.0,1.0,0,109,""
PRPF18,1.0,1.0,0,30,""
SLC35E4,1.0,1.0,0,32,""
SLC17A9,0.25925160885185383,1.0,1,30,Cyclosporin A_11.0_J15_plate_41002880
MAD2L2,1.0,1.0,0,46,""
CYP2R1,0.46256871289929685,1.0,1,62,Vitamin D2_100.0_O18_plate_41002896
TCIM,0.5330710455819941,1.0,1,76,Tamoxifen_100.0_F23_plate_41002896
ORC6,0.5330710455819941,1.0,1,76,Cyclosporin A_11.0_J15_plate_41002880
GPCPD1,1.0,1.0,0,92,""
YWHAQ,1.0,1.0,0,45,""
KLHL24,0.651233074736314,1.0,1,105,Cyclosporin A_11.0_J15_plate_41002880
OST4,1.0,1.0,0,16,""
AP1S1,1.0,1.0,0,16,""
BTG3,1.0,1.0,0,79,""
SLC30A2,1.0,1.0,0,45,""
NOL4L,1.0,1.0,0,61,""
SAMD13,1.0,1.0,0,61,""
TALDO1,1.0,1.0,0,48,""
AMFR,1.0,1.0,0,77,""
MOB3A,1.0,1.0,0,32,""
RARRES2,0.17110319615899372,1.0,2,75,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
PPP1R16B,1.0,1.0,0,29,""
ASPA,1.0,1.0,0,32,""
SPTLC3,1.0,1.0,0,16,""
SLC38A4,1.0,1.0,0,47,""
CUL3,0.17110319615899372,1.0,2,75,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
DBF4,1.0,1.0,0,30,""
HADH,1.0,1.0,0,75,""
EFR3B,1.0,1.0,0,47,""
SCG2,1.0,1.0,0,32,""
MIR29C,1.0,1.0,0,59,""
PECR,1.0,1.0,0,16,""
TAS2R41,1.0,1.0,0,107,""
L3MBTL1,1.0,1.0,0,79,""
CETN3,1.0,1.0,0,48,""
AMOTL2,1.0,1.0,0,90,""
GLUD2,0.6581891222245873,1.0,1,107,Tamoxifen_100.0_F23_plate_41002896
PHF1,1.0,1.0,0,48,""
REL,1.0,1.0,0,45,""
AFF3,1.0,1.0,0,48,""
ARL5A,1.0,1.0,0,32,""
PROM2,1.0,1.0,0,45,""
PDLIM1,0.29158394403360394,1.0,2,108,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
DGKA,1.0,1.0,0,63,""
SFSWAP,1.0,1.0,0,32,""
ITGB8,1.0,1.0,0,45,""
COL11A1,0.5984463878801752,1.0,1,91,Tamoxifen_100.0_F23_plate_41002896
PIK3CA,1.0,1.0,0,150,""
NAA30,1.0,1.0,0,32,""
CACNB1,0.5338473042420881,1.0,2,179,"Vitamin D2_100.0_O18_plate_41002896,Cilnidipine_100.0_I21_plate_41002692"
NAMPT,1.0,1.0,0,106,""
F13A1,0.6547284819132357,1.0,1,106,Tamoxifen_100.0_F23_plate_41002896
SLC6A5,1.0,1.0,0,91,""
SLC25A10,1.0,1.0,0,48,""
CPA2,1.0,1.0,0,32,""
THEM4,1.0,1.0,0,59,""
MIR200C,1.0,1.0,0,31,""
MT-ND6,1.0,1.0,0,30,""
TMTC4,1.0,1.0,0,32,""
CD34,1.0,1.0,0,45,""
ARL15,1.0,1.0,0,32,""
ABCA4,0.14782614636377836,1.0,1,16,Docetaxel_100.0_E02_plate_41002946
SOSTDC1,0.46256871289929685,1.0,1,62,Tamoxifen_100.0_F23_plate_41002896
USP51,1.0,1.0,0,48,""
ZNF407,1.0,1.0,0,16,""
LRP8,0.2731510752441483,1.0,2,103,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
PIGA,1.0,1.0,0,60,""
MED10,1.0,1.0,0,60,""
RYR2,0.37528100289961747,1.0,1,47,Tetracaine_100.0_C06_plate_41002878
rpsH,1.0,1.0,0,31,""
ZNF530,1.0,1.0,0,31,""
TNFRSF6B,1.0,1.0,0,45,""
HDC,1.0,1.0,0,80,""
HBG2,1.0,1.0,0,29,""
KCNJ10,1.0,1.0,0,75,""
MCHR2,1.0,1.0,0,506,""
TICAM1,1.0,1.0,0,76,""
OPN4,1.0,1.0,0,415,""
EPHX3,1.0,1.0,0,46,""
ST6GALNAC1,1.0,1.0,0,45,""
CACNA2D4,0.6103873698340172,1.0,1,94,Vitamin D2_100.0_O18_plate_41002896
RUNX2,0.44439631514066036,1.0,2,151,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
ANGPT2,0.22161362909237012,1.0,2,89,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
PLPP5,1.0,1.0,0,30,""
SPECC1,1.0,1.0,0,32,""
TMEM208,1.0,1.0,0,62,""
PRL,1.0,1.0,0,90,""
RNF128,1.0,1.0,0,16,""
LGALS2,1.0,1.0,0,30,""
BTBD6,1.0,1.0,0,46,""
ACE2,1.0,1.0,0,77,""
MTSS2,1.0,1.0,0,47,""
MIR22,1.0,1.0,0,62,""
CCDC117,1.0,1.0,0,30,""
SQOR,0.17110319615899372,1.0,2,75,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
MED24,1.0,1.0,0,31,""
UGT1A10,0.6183129334340842,1.0,2,209,"Tamoxifen_100.0_F23_plate_41002896,Nintedanib_33.5_K18_plate_41002701"
NMUR2,1.0,1.0,0,490,""
MIER2,1.0,1.0,0,16,""
EML1,1.0,1.0,0,31,""
HES5,0.18177322011111363,1.0,2,78,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
MSMB,0.2517963200349814,1.0,1,29,Tamoxifen_100.0_F23_plate_41002896
STARD7,1.0,1.0,0,47,""
TTC39A,1.0,1.0,0,47,""
SSPN,1.0,1.0,0,75,""
ADH6,0.16757070369173077,1.0,2,74,"Atazanavir_33.5_M08_plate_41002892,Cyclosporin A_11.0_J15_plate_41002880"
RPL22L1,1.0,1.0,0,32,""
RASAL1,1.0,1.0,0,47,""
PIMREG,1.0,1.0,0,46,""
DIABLO,1.0,1.0,0,46,""
RGS3,1.0,1.0,0,76,""
BOLL,1.0,1.0,0,63,""
PCK2,0.8135012885817652,1.0,1,167,Cyclosporin A_11.0_J15_plate_41002880
ICMT,1.0,1.0,0,16,""
CLMP,1.0,1.0,0,47,""
HOXB9,0.446138333782513,1.0,1,59,Cyclosporin A_11.0_J15_plate_41002880
CS,0.37528100289961747,1.0,1,47,Triclosan_100.0_F22_plate_41002946
YJU2,1.0,1.0,0,30,""
GPR139,1.0,1.0,0,383,""
LTBR,1.0,1.0,0,73,""
ECE1,0.2666331727679047,1.0,1,31,Tamoxifen_100.0_F23_plate_41002896
SEPSECS,1.0,1.0,0,64,""
ZNF385C,1.0,1.0,0,45,""
HTR2C,0.9854858073781996,1.0,3,777,"Olanzapine_100.0_K15_plate_41002693,Gilteritinib_2.200000047683716_M09_plate_41002951,Ziprasidone_100.0_C16_plate_41002877"
CXCL3,1.0,1.0,0,169,""
GABRG2,0.9128900321988529,1.0,1,242,Olanzapine_100.0_K15_plate_41002693
KCNK15,1.0,1.0,0,31,""
TAF5L,1.0,1.0,0,47,""
NAT9,1.0,1.0,0,16,""
DNAJC12,0.33188383007440647,1.0,2,119,"Atazanavir_33.5_M08_plate_41002892,Cyclosporin A_11.0_J15_plate_41002880"
STN1,1.0,1.0,0,47,""
TACO1,1.0,1.0,0,48,""
NMUR1,1.0,1.0,0,506,""
NDN,1.0,1.0,0,48,""
TBCD,1.0,1.0,0,32,""
GHDC,1.0,1.0,0,47,""
ADRA1A,0.9986643061421469,1.0,2,866,"Olanzapine_100.0_K15_plate_41002693,Ziprasidone_100.0_C16_plate_41002877"
IPPK,1.0,1.0,0,16,""
TIMMDC1,1.0,1.0,0,32,""
ADAMTS5,1.0,1.0,0,77,""
ESR1,0.8806995866463759,1.0,3,502,"Triclosan_100.0_F22_plate_41002946,Tamoxifen_100.0_F23_plate_41002896,Cyclosporin A_11.0_J15_plate_41002880"
F2RL3,1.0,1.0,0,32,""
LTBP4,1.0,1.0,0,31,""
USP6,1.0,1.0,0,32,""
RPP21,1.0,1.0,0,16,""
RERE,1.0,1.0,0,32,""
PLEKHG4B,1.0,1.0,0,16,""
COL8A2,1.0,1.0,0,32,""
BTRC,1.0,1.0,0,46,""
NLE1,1.0,1.0,0,63,""
DYRK4,1.0,1.0,0,47,""
KYNU,0.3857306626703816,1.0,2,134,"Atazanavir_33.5_M08_plate_41002892,Cyclosporin A_11.0_J15_plate_41002880"
DOK4,1.0,1.0,0,16,""
AASS,1.0,1.0,0,47,""
UBE3A,1.0,1.0,0,16,""
GPR160,1.0,1.0,0,45,""
MTSS1,1.0,1.0,0,62,""
RRH,1.0,1.0,0,383,""
RRM1,0.6581891222245873,1.0,1,107,Cyclosporin A_11.0_J15_plate_41002880
NLRX1,1.0,1.0,0,31,""
NTN5,1.0,1.0,0,30,""
CHST15,0.16405129613805505,1.0,2,73,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
RNF26,1.0,1.0,0,30,""
RUNDC3A,1.0,1.0,0,46,""
GLA,1.0,1.0,0,92,""
SMARCA1,1.0,1.0,0,48,""
EHF,0.45166977224210647,1.0,1,60,Vemurafenib_100.0_M15_plate_41002878
CDCA5,1.0,1.0,0,46,""
CCDC80,1.0,1.0,0,31,""
GLDC,1.0,1.0,0,76,""
CDCA4,1.0,1.0,0,62,""
DEPP1,0.6547284819132357,1.0,1,106,Cyclosporin A_11.0_J15_plate_41002880
RALGPS1,1.0,1.0,0,31,""
PARN,1.0,1.0,0,32,""
MTHFD1L,1.0,1.0,0,77,""
ZPR1,1.0,1.0,0,32,""
ESRRA,0.5330710455819941,1.0,1,76,Tamoxifen_100.0_F23_plate_41002896
TOR1AIP2,1.0,1.0,0,32,""
BCL11A,0.17110319615899372,1.0,2,75,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
MYO1G,1.0,1.0,0,32,""
MANF,1.0,1.0,0,31,""
MED17,1.0,1.0,0,60,""
UBE2L3,1.0,1.0,0,16,""
S1PR4,1.0,1.0,0,123,""
IRF2,1.0,1.0,0,31,""
HTR5A,0.9812543912298147,1.0,2,581,"Olanzapine_100.0_K15_plate_41002693,Ziprasidone_100.0_C16_plate_41002877"
SLC2A1,1.0,1.0,0,123,""
ABRACL,0.45166977224210647,1.0,1,60,Cyclosporin A_11.0_J15_plate_41002880
CTSO,1.0,1.0,0,63,""
ERBB3,0.1826008865087892,1.0,3,148,"Panobinostat_3.5_G09_plate_41002885,Dasatinib_0.1369294673204422_A18_plate_41002699,Panobinostat_0.0456431545317173_M23_plate_41002691"
TRIL,1.0,1.0,0,47,""
MPC1,1.0,1.0,0,46,""
CTNNAL1,1.0,1.0,0,30,""
RIT2,1.0,1.0,0,32,""
HIC1,1.0,1.0,0,90,""
B4GALT4,1.0,1.0,0,30,""
TAF4,0.25925160885185383,1.0,1,30,Cyclosporin A_11.0_J15_plate_41002880
DLG4,1.0,1.0,0,64,""
CSMD1,1.0,1.0,0,15,""
HRH4,0.9957365750891004,1.0,1,535,Olanzapine_100.0_K15_plate_41002693
FHAD1,1.0,1.0,0,16,""
ARRDC3,1.0,1.0,0,61,""
NFS1,1.0,1.0,0,62,""
PPFIA4,1.0,1.0,0,45,""
MLLT10,1.0,1.0,0,32,""
CFAP74,1.0,1.0,0,31,""
HMGCR,0.1799214620772223,1.0,4,222,"Fluvastatin_11.0_M06_plate_41002904,Fluvastatin_100.0_C24_plate_41002896,Fluvastatin_3.5_C21_plate_41002688,Cyclosporin A_11.0_J15_plate_41002880"
TMEM91,1.0,1.0,0,16,""
CA13,0.5487676943133496,1.0,2,184,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
TNFRSF18,0.25925160885185383,1.0,1,30,Cyclosporin A_11.0_J15_plate_41002880
AGTR2,1.0,1.0,0,521,""
SRSF11,1.0,1.0,0,32,""
PRDM1,0.3857306626703816,1.0,2,134,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
GAL,1.0,1.0,0,169,""
TMPRSS13,1.0,1.0,0,45,""
UPF3A,1.0,1.0,0,32,""
CACNA1F,0.8046724024179338,1.0,2,301,"Vitamin D2_100.0_O18_plate_41002896,Cilnidipine_100.0_I21_plate_41002692"
KLF11,1.0,1.0,0,47,""
FBXO17,1.0,1.0,0,30,""
CIB2,1.0,1.0,0,30,""
DRAP1,1.0,1.0,0,32,""
CD81,1.0,1.0,0,48,""
ZNF300,0.349717835986335,1.0,1,43,Cyclosporin A_11.0_J15_plate_41002880
SAT2,1.0,1.0,0,61,""
PPP2R5C,1.0,1.0,0,45,""
PLEKHA7,1.0,1.0,0,45,""
FOXP3,1.0,1.0,0,61,""
RAB26,1.0,1.0,0,45,""
ABCC6,0.6024665272143511,1.0,1,92,Docetaxel_100.0_E02_plate_41002946
RNU11,1.0,1.0,0,29,""
LARP4B,1.0,1.0,0,16,""
FAT4,1.0,1.0,0,48,""
ABCF1,1.0,1.0,0,30,""
TFB1M,1.0,1.0,0,46,""
YWHAB,1.0,1.0,0,45,""
NPY1R,0.9831582448554242,1.0,2,593,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
BUB1B,0.7762635759515981,1.0,1,149,Cyclosporin A_11.0_J15_plate_41002880
POP1,1.0,1.0,0,32,""
SAMSN1,1.0,1.0,0,45,""
PER1,1.0,1.0,0,62,""
RGS7,1.0,1.0,0,47,""
SORL1,0.33188383007440647,1.0,2,119,"Atazanavir_33.5_M08_plate_41002892,Cyclosporin A_11.0_J15_plate_41002880"
YTHDF1,1.0,1.0,0,16,""
HSD11B1,1.0,1.0,0,152,""
MATN3,0.5283549551403006,1.0,1,75,Cyclosporin A_11.0_J15_plate_41002880
GLS2,1.0,1.0,0,75,""
CYB5R4,1.0,1.0,0,46,""
NOLC1,0.25925160885185383,1.0,1,30,Cyclosporin A_11.0_J15_plate_41002880
HNRNPH3,1.0,1.0,0,32,""
IPO7,1.0,1.0,0,16,""
LYAR,1.0,1.0,0,32,""
ENTPD2,1.0,1.0,0,63,""
GAS1,0.5377403351261745,1.0,1,77,Tamoxifen_100.0_F23_plate_41002896
TMT1A,0.441028198581462,1.0,2,150,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
AAMDC,1.0,1.0,0,32,""
JAKMIP1,1.0,1.0,0,30,""
TGM3,1.0,1.0,0,30,""
PNRC1,1.0,1.0,0,59,""
