OASIS_ID,DTXSID,PREFERRED_NAME,DTXCID,CASRN,INCHIKEY,IUPAC_NAME,SMILES,INCHI_STRING,DILILIST_ID,DILIRANK2_ID,DRUGMATRIX_ID,FRAUNHOFER_ID,ICE_ID,TGGATES_ID,TOXREFDB_ID,Invivo_ranking,Purchased_Broad_Enamine,Purchased_Broad_Molport,Purchased_Broad_Medchemxpress,InChIKey14,BESP,animal hepatotoxicity Ambe et al,animal hepatotoxicity Liu et al,human hepatotoxicity Mulliner et al,preclinical hepatotoxicity Mulliner et al
OASIS964,DTXSID3048491,Moxifloxacin,DTXCID9028465,151096-09-2,FABPRXSRWADJSP-MEDUHNTESA-N,"1-Cyclopropyl-6-fluoro-8-methoxy-7-[(4aS,7aS)-octahydro-6H-pyrrolo[3,4-b]pyridin-6-yl]-4-oxo-1,4-dihydroquinoline-3-carboxylic acid",[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O,"InChI=1S/C21H24FN3O4/c1-29-20-17-13(19(26)14(21(27)28)9-25(17)12-4-5-12)7-15(22)18(20)24-8-11-3-2-6-23-16(11)10-24/h7,9,11-12,16,23H,2-6,8,10H2,1H3,(H,27,28)/t11-,16+/m0/s1
",dilist_779,,,,,,,4.0,Yes,No,Yes,FABPRXSRWADJSP,0.0,,,1.0,1.0
OASIS802,DTXSID2022880,Danazol,DTXCID202880,17230-88-5,POZRVZJJTULAOH-LHZXLZLDSA-N,"(1R,3aS,3bR,10aR,10bS,12aS)-1-Ethynyl-10a,12a-dimethyl-2,3,3a,3b,4,5,10,10a,10b,11,12,12a-dodecahydro-1H-cyclopenta[7,8]phenanthro[3,2-d][1,2]oxazol-1-ol",C[C@]12CC[C@H]3[C@@H](CCC4=CC5=C(C[C@]34C)C=NO5)[C@@H]1CC[C@@]2(O)C#C,"InChI=1S/C22H27NO2/c1-4-22(24)10-8-18-16-6-5-15-11-19-14(13-23-25-19)12-20(15,2)17(16)7-9-21(18,22)3/h1,11,13,16-18,24H,5-10,12H2,2-3H3/t16-,17+,18+,20+,21+,22+/m1/s1
",dilist_355,,,,,,,4.0,Yes,No,Yes,POZRVZJJTULAOH,1.0,,,1.0,1.0
OASIS1417,DTXSID8023216,"3,5,3'-Triiodothyronine",DTXCID403216,2/3/93,AUYYCJSJGJYCDS-LBPRGKRZSA-N,"O-(4-Hydroxy-3-iodophenyl)-3,5-diiodo-L-tyrosine",N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,"InChI=1S/C15H12I3NO4/c16-9-6-8(1-2-13(9)20)23-14-10(17)3-7(4-11(14)18)5-12(19)15(21)22/h1-4,6,12,20H,5,19H2,(H,21,22)/t12-/m0/s1
",dilist_915,,,,,,,4.0,Yes,No,No,AUYYCJSJGJYCDS,1.0,,,,
OASIS734,DTXSID1023732,Valacyclovir,DTXCID403732,124832-26-4,HDOVUKNUBWVHOX-QMMMGPOBSA-N,"2-[(2-Amino-6-oxo-3,6-dihydro-9H-purin-9-yl)methoxy]ethyl L-valinate",CC(C)[C@H](N)C(=O)OCCOCN1C=NC2=C1NC(N)=NC2=O,"InChI=1S/C13H20N6O4/c1-7(2)8(14)12(21)23-4-3-22-6-19-5-16-9-10(19)17-13(15)18-11(9)20/h5,7-8H,3-4,6,14H2,1-2H3,(H3,15,17,18,20)/t8-/m0/s1
",dilist_156,,,,,,,4.0,Yes,No,No,HDOVUKNUBWVHOX,0.0,,,1.0,0.0
OASIS1648,DTXSID5020449,Dichlorvos,DTXCID90449,62-73-7,OEBRKCOSUFCWJD-UHFFFAOYSA-N,"2,2-Dichloroethenyl dimethyl phosphate",COP(=O)(OC)OC=C(Cl)Cl,"InChI=1S/C4H7Cl2O4P/c1-8-11(7,9-2)10-3-4(5)6/h3H,1-2H3
",,,,,ice_65,,,3.0,No,Yes,No,OEBRKCOSUFCWJD,,,1.0,,1.0
OASIS441,DTXSID9032610,Etofenprox,DTXCID7012610,80844-07-1,YREQHYQNNWYQCJ-UHFFFAOYSA-N,1-{[2-(4-Ethoxyphenyl)-2-methylpropoxy]methyl}-3-phenoxybenzene,CCOC1=CC=C(C=C1)C(C)(C)COCC1=CC(OC2=CC=CC=C2)=CC=C1,"InChI=1S/C25H28O3/c1-4-27-22-15-13-21(14-16-22)25(2,3)19-26-18-20-9-8-12-24(17-20)28-23-10-6-5-7-11-23/h5-17H,4,18-19H2,1-3H3
",,,,fraunhofer_116,,,,3.0,No,Yes,Yes,YREQHYQNNWYQCJ,,1.0,,,1.0
OASIS468,DTXSID9073125,2-Nonylphenol,DTXCID0034352,136-83-4,SNQQPOLDUKLAAF-UHFFFAOYSA-N,2-Nonylphenol,CCCCCCCCCC1=C(O)C=CC=C1,"InChI=1S/C15H24O/c1-2-3-4-5-6-7-8-11-14-12-9-10-13-15(14)16/h9-10,12-13,16H,2-8,11H2,1H3
",,,,fraunhofer_148,,,,3.0,No,Yes,No,SNQQPOLDUKLAAF,,1.0,,,1.0
OASIS1351,DTXSID7045998,Rifaximin,DTXCID5025998,80621-81-4,NZCRJKRKKOLAOJ-XRCRFVBUSA-N,"(2S,16Z,18E,20S,21S,22R,23R,24R,25S,26R,27S,28E)-5,6,21,23-Tetrahydroxy-27-methoxy-2,4,11,16,20,22,24,26-octamethyl-1,15-dioxo-1,2-dihydro-2,7-(epoxypentadeca[1,11,13]trienoimino)furo[2'',3'':7',8']naphtho[1',2':4,5]imidazo[1,2-a]pyridin-25-yl acetate",CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C1=C2N=C2C=C(C)C=CN12,"InChI=1S/C43H51N3O11/c1-19-14-16-46-28(18-19)44-32-29-30-37(50)25(7)40-31(29)41(52)43(9,57-40)55-17-15-27(54-10)22(4)39(56-26(8)47)24(6)36(49)23(5)35(48)20(2)12-11-13-21(3)42(53)45-33(34(32)46)38(30)51/h11-18,20,22-24,27,35-36,39,48-51H,1-10H3,(H,45,53)/b12-11+,17-15+,21-13-/t20-,22+,23+,24+,27-,35-,36+,39+,43-/m0/s1
",dilist_832,,,,,,,4.0,Yes,No,Yes,NZCRJKRKKOLAOJ,1.0,,,1.0,1.0
OASIS448,DTXSID4032532,Carfentrazone-ethyl,DTXCID2012532,128639-02-1,MLKCGVHIFJBRCD-UHFFFAOYSA-N,"Ethyl 2-chloro-3-{2-chloro-5-[4-(difluoromethyl)-3-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl]-4-fluorophenyl}propanoate",CCOC(=O)C(Cl)CC1=C(Cl)C=C(F)C(=C1)N1N=C(C)N(C(F)F)C1=O,"InChI=1/C15H14Cl2F3N3O3/c1-3-26-13(24)10(17)4-8-5-12(11(18)6-9(8)16)23-15(25)22(14(19)20)7(2)21-23/h5-6,10,14H,3-4H2,1-2H3
",,,,fraunhofer_124,,,,3.0,No,Yes,No,MLKCGVHIFJBRCD,,1.0,1.0,,
OASIS794,DTXSID2022678,Bicalutamide,DTXCID00209197,90357-06-5,LKJPYSCBVHEWIU-UHFFFAOYSA-N,N-[4-Cyano-3-(trifluoromethyl)phenyl]-3-(4-fluorobenzene-1-sulfonyl)-2-hydroxy-2-methylpropanamide,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,"InChI=1/C18H14F4N2O4S/c1-17(26,10-29(27,28)14-6-3-12(19)4-7-14)16(25)24-13-5-2-11(9-23)15(8-13)18(20,21)22/h2-8,26H,10H2,1H3,(H,24,25)
",dilist_237,,,,,,,4.0,Yes,No,Yes,LKJPYSCBVHEWIU,1.0,,,,
OASIS1333,DTXSID7030432,Decitabine,DTXCID5010432,2353-33-5,XAUDJQYHKZQPEU-KVQBGUIXSA-N,"4-Amino-1-(2-deoxy-beta-D-erythro-pentofuranosyl)-1,3,5-triazin-2(1H)-one",NC1=NC(=O)N(C=N1)[C@H]1C[C@H](O)[C@@H](CO)O1,"InChI=1S/C8H12N4O4/c9-7-10-3-12(8(15)11-7)6-1-4(14)5(2-13)16-6/h3-6,13-14H,1-2H2,(H2,9,11,15)/t4-,5+,6+/m0/s1
",dilist_951,,,,,,,4.0,Yes,No,Yes,XAUDJQYHKZQPEU,0.0,,,1.0,1.0
OASIS466,DTXSID8040779,Diheptyl phthalate,DTXCID608662,3648-21-3,JQCXWCOOWVGKMT-UHFFFAOYSA-N,"Diheptyl benzene-1,2-dicarboxylate",CCCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCCC,"InChI=1S/C22H34O4/c1-3-5-7-9-13-17-25-21(23)19-15-11-12-16-20(19)22(24)26-18-14-10-8-6-4-2/h11-12,15-16H,3-10,13-14,17-18H2,1-2H3
",,,,fraunhofer_146,,,,3.0,No,Yes,Yes,JQCXWCOOWVGKMT,,1.0,,,
OASIS251,DTXSID6025355,Glutaraldehyde,DTXCID605355,111-30-8,SXRSQZLOMIGNAQ-UHFFFAOYSA-N,Pentanedial,O=CCCCC=O,"InChI=1S/C5H8O2/c6-4-2-1-3-5-7/h4-5H,1-3H2
",,,,,,,toxrefdb_101,1.0,Yes,No,No,SXRSQZLOMIGNAQ,,,1.0,0.0,1.0
OASIS494,DTXSID1027479,2-(2H-Benzotriazol-2-yl)-4-methylphenol,DTXCID207479,2440-22-4,MCPKSFINULVDNX-UHFFFAOYSA-N,2-(2H-Benzotriazol-2-yl)-4-methylphenol,CC1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1,"InChI=1S/C13H11N3O/c1-9-6-7-13(17)12(8-9)16-14-10-4-2-3-5-11(10)15-16/h2-8,17H,1H3
",,,,fraunhofer_174,,,,3.0,No,Yes,Yes,MCPKSFINULVDNX,,1.0,,,1.0
OASIS1905,DTXSID80436500,Apixaban,DTXCID60387324,503612-47-3,QNZCBYKSOIHPEH-UHFFFAOYSA-N,"1-(4-Methoxyphenyl)-7-oxo-6-[4-(2-oxopiperidin-1-yl)phenyl]-4,5,6,7-tetrahydro-1H-pyrazolo[3,4-c]pyridine-3-carboxamide",COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O,"InChI=1S/C25H25N5O4/c1-34-19-11-9-18(10-12-19)30-23-20(22(27-30)24(26)32)13-15-29(25(23)33)17-7-5-16(6-8-17)28-14-3-2-4-21(28)31/h5-12H,2-4,13-15H2,1H3,(H2,26,32)
",,dilirank2_197,,,,,,4.0,No,Yes,Yes,QNZCBYKSOIHPEH,,,,1.0,0.0
OASIS108,DTXSID9021340,Thioacetamide,DTXCID901340,62-55-5,YUKQRDCYNOVPGJ-UHFFFAOYSA-N,Ethanethioamide,CC(N)=S,"InChI=1S/C2H5NS/c1-2(3)4/h1H3,(H2,3,4)
",,,,,,tggates_103,,2.0,Yes,No,Yes,YUKQRDCYNOVPGJ,,,,,1.0
OASIS455,DTXSID8032544,"Dipropyl 2,5-pyridinedicarboxylate",DTXCID6012544,136-45-8,IITCWRFYJWUUPC-UHFFFAOYSA-N,"Dipropyl pyridine-2,5-dicarboxylate",CCCOC(=O)C1=CC=C(N=C1)C(=O)OCCC,"InChI=1S/C13H17NO4/c1-3-7-17-12(15)10-5-6-11(14-9-10)13(16)18-8-4-2/h5-6,9H,3-4,7-8H2,1-2H3
",,,,fraunhofer_134,,,,3.0,No,Yes,Yes,IITCWRFYJWUUPC,,,1.0,,
OASIS1655,DTXSID6020438,"1,2-Dichloroethane",DTXCID40438,107-06-2,WSLDOOZREJYCGB-UHFFFAOYSA-N,"1,2-Dichloroethane",ClCCCl,"InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2
",,,,,ice_178,,,3.0,Yes,No,No,WSLDOOZREJYCGB,,0.0,,,1.0
OASIS197,DTXSID2047301,CP-456773,DTXCID0027301,210826-40-7,HUUSXLKCTQDPGL-UHFFFAOYSA-N,"N-[(1,2,3,5,6,7-Hexahydro-s-indacen-4-yl)carbamoyl]-4-(2-hydroxypropan-2-yl)furan-2-sulfonamide",CC(C)(O)C1=COC(=C1)S(=O)(=O)NC(=O)NC1=C2CCCC2=CC2=C1CCC2,"InChI=1S/C20H24N2O5S/c1-20(2,24)14-10-17(27-11-14)28(25,26)22-19(23)21-18-15-7-3-5-12(15)9-13-6-4-8-16(13)18/h9-11,24H,3-8H2,1-2H3,(H2,21,22,23)
",,,,,,,toxrefdb_137,1.0,Yes,No,Yes,HUUSXLKCTQDPGL,,,0.0,,
OASIS1055,DTXSID4046313,Naltrexone,DTXCID2026313,16590-41-3,DQCKKXVULJGBQN-XFWGSAIBSA-N,"17-(Cyclopropylmethyl)-3,14-dihydroxy-5alpha-4,5-epoxymorphinan-6-one",[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O,"InChI=1S/C20H23NO4/c22-13-4-3-12-9-15-20(24)6-5-14(23)18-19(20,16(12)17(13)25-18)7-8-21(15)10-11-1-2-11/h3-4,11,15,18,22,24H,1-2,5-10H2/t15-,18+,19+,20-/m1/s1
",dilist_14,,,,,,,4.0,Yes,No,No,DQCKKXVULJGBQN,,,,1.0,1.0
OASIS339,DTXSID9020087,(E)-Anethole,DTXCID2087,4180-23-8,RUVINXPYWBROJD-ONEGZZNKSA-N,1-Methoxy-4-[(1E)-prop-1-en-1-yl]benzene,COC1=CC=C(\C=C\C)C=C1,"InChI=1S/C10H12O/c1-3-4-9-5-7-10(11-2)8-6-9/h3-8H,1-2H3/b4-3+
",dilist_797,,,fraunhofer_74,,,,3.0,Yes,No,Yes,RUVINXPYWBROJD,,,,,1.0
OASIS246,DTXSID6020143,Benzoic acid,DTXCID80143,65-85-0,WPYMKLBDIGXBTP-UHFFFAOYSA-N,Benzoic acid,OC(=O)C1=CC=CC=C1,"InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)
",,,,,,,toxrefdb_93,1.0,Yes,No,Yes,WPYMKLBDIGXBTP,,,0.0,0.0,1.0
OASIS035,DTXSID2023640,Terbinafine,DTXCID703640,91161-71-6,DOMXUEMWDBAQBQ-WEVVVXLNSA-N,"(2E)-N,6,6-Trimethyl-N-[(naphthalen-1-yl)methyl]hept-2-en-4-yn-1-amine",CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=C1C=CC=C2,"InChI=1S/C21H25N/c1-21(2,3)15-8-5-9-16-22(4)17-19-13-10-12-18-11-6-7-14-20(18)19/h5-7,9-14H,16-17H2,1-4H3/b9-5+
",dilist_649,,,,,tggates_33,,2.0,Yes,No,Yes,DOMXUEMWDBAQBQ,0.0,,,1.0,1.0
OASIS324,DTXSID3044124,4-(3-Cyclopentyloxy-4-methoxyphenyl)-2-pyrrolidone,DTXCID1024124,61413-54-5,HJORMJIFDVBMOB-UHFFFAOYSA-N,4-[3-(Cyclopentyloxy)-4-methoxyphenyl]pyrrolidin-2-one,COC1=CC=C(C=C1OC1CCCC1)C1CNC(=O)C1,"InChI=1/C16H21NO3/c1-19-14-7-6-11(12-9-16(18)17-10-12)8-15(14)20-13-4-2-3-5-13/h6-8,12-13H,2-5,9-10H2,1H3,(H,17,18)
",,,drugmatrix_47,,,,,2.0,No,Yes,Yes,HJORMJIFDVBMOB,,,,,1.0
OASIS146,DTXSID5020154,Clorophene,DTXCID30154,120-32-1,NCKMMSIFQUPKCK-UHFFFAOYSA-N,2-Benzyl-4-chlorophenol,OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,"InChI=1S/C13H11ClO/c14-12-6-7-13(15)11(9-12)8-10-4-2-1-3-5-10/h1-7,9,15H,8H2
",,,,,ice_64,,toxrefdb_52,1.0,Yes,No,No,NCKMMSIFQUPKCK,,0.0,,,1.0
OASIS002,DTXSID1033664,17-Methyltestosterone,DTXCID9013664,58-18-4,GCKMFJBGXUYNAG-HLXURNFRSA-N,17beta-Hydroxy-17alpha-methylandrost-4-en-3-one,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,"InChI=1S/C20H30O2/c1-18-9-6-14(21)12-13(18)4-5-15-16(18)7-10-19(2)17(15)8-11-20(19,3)22/h12,15-17,22H,4-11H2,1-3H3/t15-,16+,17+,18+,19+,20+/m1/s1
",dilist_270,,,fraunhofer_239,,tggates_1,toxrefdb_118,1.0,Yes,No,No,GCKMFJBGXUYNAG,,,,1.0,1.0
OASIS477,DTXSID2024664,Butyraldehyde oxime,DTXCID004664,110-69-0,KGGVGTQEGGOZRN-UHFFFAOYSA-N,N-Butylidenehydroxylamine,CCCC=NO,"InChI=1S/C4H9NO/c1-2-3-4-5-6/h4,6H,2-3H2,1H3
",,,,fraunhofer_157,,,,3.0,No,Yes,No,KGGVGTQEGGOZRN,,0.0,,,
OASIS1093,DTXSID5022772,Ceftizoxime,DTXCID502772,68401-81-0,NNULBSISHYWZJU-LLKWHZGFSA-N,"(6R,7R)-7-{[(2Z)-2-(2-Amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetyl]amino}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",CO\N=C(/C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(O)=O)C1=CSC(N)=N1,"InChI=1S/C13H13N5O5S2/c1-23-17-7(5-4-25-13(14)15-5)9(19)16-8-10(20)18-6(12(21)22)2-3-24-11(8)18/h2,4,8,11H,3H2,1H3,(H2,14,15)(H,16,19)(H,21,22)/b17-7-/t8-,11-/m1/s1
",dilist_861,,,,,,,4.0,No,Yes,Yes,NNULBSISHYWZJU,,,,1.0,
OASIS1838,DTXSID50186727,Avanafil,DTXCID90109218,330784-47-9,WEAJZXNPAWBCOA-INIZCTEOSA-N,4-{[(3-Chloro-4-methoxyphenyl)methyl]amino}-2-[(2S)-2-(hydroxymethyl)pyrrolidin-1-yl]-N-[(pyrimidin-2-yl)methyl]pyrimidine-5-carboxamide,COC1=C(Cl)C=C(CNC2=NC(=NC=C2C(=O)NCC2=NC=CC=N2)N2CCC[C@H]2CO)C=C1,"InChI=1S/C23H26ClN7O3/c1-34-19-6-5-15(10-18(19)24)11-27-21-17(22(33)28-13-20-25-7-3-8-26-20)12-29-23(30-21)31-9-2-4-16(31)14-32/h3,5-8,10,12,16,32H,2,4,9,11,13-14H2,1H3,(H,28,33)(H,27,29,30)/t16-/m0/s1
",,dilirank2_184,,,,,,4.0,No,Yes,Yes,WEAJZXNPAWBCOA,,,,1.0,1.0
OASIS486,DTXSID7024245,Pendimethalin,DTXCID004245,40487-42-1,CHIFOSRWCNZCFN-UHFFFAOYSA-N,,CCC(CC)NC1=C(C=C(C)C(C)=C1[N+]([O-])=O)[N+]([O-])=O,"InChI=1S/C13H19N3O4/c1-5-10(6-2)14-12-11(15(17)18)7-8(3)9(4)13(12)16(19)20/h7,10,14H,5-6H2,1-4H3
",,,,fraunhofer_166,,,,3.0,No,Yes,Yes,CHIFOSRWCNZCFN,,,1.0,,
OASIS1450,DTXSID8030760,Azithromycin,DTXCID6010760,83905-01-5,MQTOSJVFKKJCRP-BICOPXKESA-N,"(2R,3S,4R,5R,8R,10R,11R,12S,13S,14R)-2-Ethyl-3,4,10-trihydroxy-3,5,6,8,10,12,14-heptamethyl-15-oxo-11-{[3,4,6-trideoxy-3-(dimethylamino)-beta-D-xylo-hexopyranosyl]oxy}-1-oxa-6-azacyclopentadecan-13-yl 2,6-dideoxy-3-C-methyl-3-O-methyl-alpha-L-ribo-hexopyranoside",CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,"InChI=1S/C38H72N2O12/c1-15-27-38(10,46)31(42)24(6)40(13)19-20(2)17-36(8,45)33(52-35-29(41)26(39(11)12)16-21(3)48-35)22(4)30(23(5)34(44)50-27)51-28-18-37(9,47-14)32(43)25(7)49-28/h20-33,35,41-43,45-46H,15-19H2,1-14H3/t20-,21-,22+,23-,24-,25+,26+,27-,28+,29-,30+,31-,32+,33-,35+,36-,37-,38-/m1/s1
",dilist_445,,,,,,,4.0,Yes,No,Yes,MQTOSJVFKKJCRP,0.0,,,1.0,1.0
OASIS1494,DTXSID80872469,"5,6,7,8-Tetrahydrobiopterin",DTXCID20820126,17528-72-2,FNKQXYHWGSIFBK-UHFFFAOYSA-N,"2-Amino-6-(1,2-dihydroxypropyl)-5,6,7,8-tetrahydropteridin-4(1H)-one",CC(O)C(O)C1CNC2=C(N1)C(=O)N=C(N)N2,"InChI=1/C9H15N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h3-4,6,12,15-16H,2H2,1H3,(H4,10,11,13,14,17)
",dilist_242,,,,,,,4.0,No,Yes,Yes,FNKQXYHWGSIFBK,,,,1.0,1.0
OASIS750,DTXSID1045116,Domperidone,DTXCID9025116,57808-66-9,FGXWKSZFVQUSTL-UHFFFAOYSA-N,"5-Chloro-1-{1-[3-(2-oxo-2,3-dihydro-1H-benzimidazol-1-yl)propyl]piperidin-4-yl}-1,3-dihydro-2H-benzimidazol-2-one",ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=C3C=CC=C4)CC1)C(=O)N2,"InChI=1S/C22H24ClN5O2/c23-15-6-7-20-18(14-15)25-22(30)28(20)16-8-12-26(13-9-16)10-3-11-27-19-5-2-1-4-17(19)24-21(27)29/h1-2,4-7,14,16H,3,8-13H2,(H,24,29)(H,25,30)
",dilist_605,,,,,,,4.0,No,Yes,Yes,FGXWKSZFVQUSTL,,,,1.0,
OASIS1429,DTXSID8023424,Paromomycin,DTXCID303424,7542-37-2,UOZODPSAJZTQNH-LSWIJEOBSA-N,"(1R,2R,3S,4R,6S)-4,6-Diamino-2-{[3-O-(2,6-diamino-2,6-dideoxy-beta-L-idopyranosyl)-beta-D-ribofuranosyl]oxy}-3-hydroxycyclohexyl 2-amino-2-deoxy-alpha-D-glucopyranoside",NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,"InChI=1S/C23H45N5O14/c24-2-7-13(32)15(34)10(27)21(37-7)41-19-9(4-30)39-23(17(19)36)42-20-12(31)5(25)1-6(26)18(20)40-22-11(28)16(35)14(33)8(3-29)38-22/h5-23,29-36H,1-4,24-28H2/t5-,6+,7+,8-,9-,10-,11-,12+,13-,14-,15-,16-,17-,18-,19-,20-,21-,22-,23+/m1/s1
",dilist_975,,,,,,,4.0,Yes,No,No,UOZODPSAJZTQNH,0.0,,,1.0,0.0
OASIS1554,DTXSID9023590,Sparfloxacin,DTXCID50820154,110871-86-8,DZZWHBIBMUVIIW-DTORHVGONA-N,"5-Amino-1-cyclopropyl-7-[(3R,5S)-3,5-dimethylpiperazin-1-yl]-6,8-difluoro-4-oxo-1,4-dihydroquinoline-3-carboxylic acid",C[C@H]1CN(C[C@@H](C)N1)C1=C(F)C2=C(C(N)=C1F)C(=O)C(=CN2C1CC1)C(O)=O,"InChI=1/C19H22F2N4O3/c1-8-5-24(6-9(2)23-8)17-13(20)15(22)12-16(14(17)21)25(10-3-4-10)7-11(18(12)26)19(27)28/h7-10,23H,3-6,22H2,1-2H3,(H,27,28)/t8-,9+
",dilist_374,,,,,,,4.0,Yes,No,Yes,DZZWHBIBMUVIIW,0.0,,,1.0,1.0
OASIS128,DTXSID2026446,Acetyl tributyl citrate,DTXCID006446,77-90-7,QZCLKYGREBVARF-UHFFFAOYSA-N,"Tributyl 2-(acetyloxy)propane-1,2,3-tricarboxylate",CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,"InChI=1S/C20H34O8/c1-5-8-11-25-17(22)14-20(28-16(4)21,19(24)27-13-10-7-3)15-18(23)26-12-9-6-2/h5-15H2,1-4H3
",,,,fraunhofer_141,,,toxrefdb_121,1.0,No,Yes,Yes,QZCLKYGREBVARF,,,0.0,,1.0
OASIS835,DTXSID2041046,Iloprost,DTXCID001333799,78919-13-8,HIFJCPQKFCZDDL-ACWOEMLNSA-N,"(5E)-5-[(3aS,4R,5R,6aS)-5-Hydroxy-4-[(1E,3S)-3-hydroxy-4-methyloct-1-en-6-yn-1-yl]hexahydropentalen-2(1H)-ylidene]pentanoic acid",[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)C(C)CC#CC)[C@@]1([H])C\C(C2)=C\CCCC(O)=O,"InChI=1S/C22H32O4/c1-3-4-7-15(2)20(23)11-10-18-19-13-16(8-5-6-9-22(25)26)12-17(19)14-21(18)24/h8,10-11,15,17-21,23-24H,5-7,9,12-14H2,1-2H3,(H,25,26)/b11-10+,16-8+/t15?,17-,18+,19-,20+,21+/m0/s1
",dilist_73,,,,,,,4.0,Yes,No,Yes,HIFJCPQKFCZDDL,,,,1.0,1.0
OASIS514,DTXSID8034401,Buprofezin,DTXCID6014401,69327-76-0,PRLVTUNWOQKEAI-UHFFFAOYSA-N,"2-(tert-Butylimino)-5-phenyl-3-(propan-2-yl)-1,3,5-thiadiazinan-4-one",CC(C)N1C(SCN(C1=O)C1=CC=CC=C1)=NC(C)(C)C,"InChI=1S/C16H23N3OS/c1-12(2)19-14(17-16(3,4)5)21-11-18(15(19)20)13-9-7-6-8-10-13/h6-10,12H,11H2,1-5H3
",,,,fraunhofer_199,,,,3.0,No,Yes,Yes,PRLVTUNWOQKEAI,,1.0,1.0,,1.0
OASIS1115,DTXSID5023378,Norepinephrine,DTXCID203378,51-41-2,SFLSHLFXELFNJZ-QMMMGPOBSA-N,"4-[(1R)-2-Amino-1-hydroxyethyl]benzene-1,2-diol",NC[C@H](O)C1=CC=C(O)C(O)=C1,"InChI=1S/C8H11NO3/c9-4-8(12)5-1-2-6(10)7(11)3-5/h1-3,8,10-12H,4,9H2/t8-/m0/s1
",dilist_971,,,,,,,4.0,Yes,No,Yes,SFLSHLFXELFNJZ,0.0,,,0.0,0.0
OASIS1376,DTXSID80143601,Ebrotidine,DTXCID4066092,100981-43-9,ZQHFZHPUZXNPMF-UHFFFAOYSA-N,"N-(4-Bromobenzene-1-sulfonyl)-N'-{2-[({2-[(diaminomethylidene)amino]-1,3-thiazol-4-yl}methyl)sulfanyl]ethyl}methanimidamide",NC(N)=NC1=NC(CSCC\N=C\NS(=O)(=O)C2=CC=C(Br)C=C2)=CS1,"InChI=1S/C14H17BrN6O2S3/c15-10-1-3-12(4-2-10)26(22,23)19-9-18-5-6-24-7-11-8-25-14(20-11)21-13(16)17/h1-4,8-9H,5-7H2,(H,18,19)(H4,16,17,20,21)
",dilist_921,,,,,,,4.0,No,No,Yes,ZQHFZHPUZXNPMF,,,,1.0,1.0
